"","DATE","RENTED_BIKE_COUNT","TEMPERATURE","HUMIDITY","WIND_SPEED","VISIBILITY","DEW_POINT_TEMPERATURE","SOLAR_RADIATION","RAINFALL","SNOWFALL","FUNCTIONING_DAY","0","1","10","11","12","13","14","15","16","17","18","19","2","20","21","22","23","3","4","5","6","7","8","9","AUTUMN","SPRING","SUMMER","WINTER","HOLIDAY","NO_HOLIDAY"
"18","01/12/2017",555,0.325174825174825,0.591836734693878,0.216216216216216,1,0.416955017301038,0.0227272727272727,0,0,"Yes",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"19","01/12/2017",862,0.321678321678322,0.673469387755102,0.189189189189189,1,0.442906574394464,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"20","01/12/2017",600,0.311188811188811,0.785714285714286,0.22972972972973,1,0.468858131487889,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"21","01/12/2017",426,0.305944055944056,0.806122448979592,0.202702702702703,0.95590471363406,0.468858131487889,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"22","01/12/2017",405,0.297202797202797,0.826530612244898,0.108108108108108,0.84135833755702,0.467128027681661,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"23","01/12/2017",398,0.295454545454545,0.846938775510204,0.202702702702703,0.685757729346173,0.470588235294118,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"24","01/12/2017",323,0.288461538461538,0.857142857142857,0.135135135135135,0.627470856563609,0.467128027681661,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"25","02/12/2017",328,0.27972027972028,0.887755102040816,0.148648648648649,0.490116573745565,0.467128027681661,0,0,0,"Yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"26","02/12/2017",308,0.272727272727273,0.877551020408163,0.0810810810810811,0.488089204257476,0.456747404844291,0,0,0,"Yes",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"27","02/12/2017",262,0.26048951048951,0.877551020408163,0.202702702702703,0.622909275215408,0.444636678200692,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"28","02/12/2017",167,0.25,0.826530612244898,0.297297297297297,0.605169792194628,0.422145328719723,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"29","02/12/2017",89,0.244755244755245,0.806122448979592,0.27027027027027,0.577800304105423,0.410034602076125,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"30","02/12/2017",79,0.241258741258741,0.806122448979592,0.202702702702703,0.595539787126204,0.406574394463668,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"31","02/12/2017",70,0.236013986013986,0.836734693877551,0.283783783783784,0.583375570197669,0.410034602076125,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"32","02/12/2017",146,0.234265734265734,0.826530612244898,0.337837837837838,0.633046122655854,0.406574394463668,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"33","02/12/2017",219,0.237762237762238,0.806122448979592,0.283783783783784,0.714140902179422,0.403114186851211,0.00284090909090909,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"34","02/12/2017",328,0.26048951048951,0.693877551020408,0.216216216216216,0.73998986315256,0.392733564013841,0.0852272727272727,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"35","02/12/2017",334,0.304195804195804,0.581632653061224,0.216216216216216,0.64977192093259,0.394463667820069,0.227272727272727,0,0,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"36","02/12/2017",388,0.344405594405594,0.5,0.243243243243243,0.698935631018753,0.396193771626298,0.284090909090909,0,0,"Yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"37","02/12/2017",479,0.386363636363636,0.418367346938776,0.175675675675676,0.830714647744551,0.394463667820069,0.309659090909091,0,0,"Yes",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"38","02/12/2017",606,0.416083916083916,0.36734693877551,0.243243243243243,0.888494678155094,0.392733564013841,0.318181818181818,0,0,"Yes",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"39","02/12/2017",611,0.438811188811189,0.357142857142857,0.175675675675676,0.977192093258996,0.406574394463668,0.28125,0,0,"Yes",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"40","02/12/2017",589,0.444055944055944,0.418367346938776,0.310810810810811,0.976178408514952,0.44636678200692,0.210227272727273,0,0,"Yes",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"41","02/12/2017",618,0.423076923076923,0.489795918367347,0.351351351351351,0.972123669538773,0.463667820069204,0.0625,0,0,"Yes",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"42","02/12/2017",572,0.416083916083916,0.520408163265306,0.337837837837838,0.944754181449569,0.472318339100346,0.0170454545454545,0,0,"Yes",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"43","02/12/2017",489,0.407342657342657,0.540816326530612,0.202702702702703,0.846426761277243,0.472318339100346,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"44","02/12/2017",385,0.398601398601399,0.530612244897959,0.310810810810811,0.830714647744551,0.460207612456747,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"45","02/12/2017",359,0.391608391608392,0.520408163265306,0.162162162162162,0.789660415610745,0.449826989619377,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"46","02/12/2017",377,0.382867132867133,0.561224489795918,0.162162162162162,0.72022301064369,0.458477508650519,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"47","02/12/2017",354,0.372377622377622,0.551020408163265,0.202702702702703,0.719209325899645,0.444636678200692,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"48","02/12/2017",366,0.381118881118881,0.571428571428571,0.135135135135135,0.671566142929549,0.460207612456747,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"49","03/12/2017",342,0.381118881118881,0.591836734693878,0.189189189189189,0.6431829700963,0.468858131487889,0,0,0,"Yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"50","03/12/2017",227,0.379370629370629,0.704081632653061,0.22972972972973,0.232133806386214,0.508650519031142,0,0,0,"Yes",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"51","03/12/2017",228,0.368881118881119,0.806122448979592,0.189189189189189,0.406994424733908,0.529411764705882,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"52","03/12/2017",117,0.370629370629371,0.724489795918367,0.216216216216216,0.498732894069944,0.506920415224913,0,0.0142857142857143,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"53","03/12/2017",76,0.372377622377622,0.744897959183674,0.135135135135135,0.523568170299037,0.515570934256055,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"54","03/12/2017",32,0.379370629370629,0.76530612244898,0.256756756756757,0.449569183983781,0.527681660899654,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"55","03/12/2017",13,0.370629370629371,0.877551020408163,0.337837837837838,0.127217435377598,0.550173010380623,0,0.0285714285714286,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"56","03/12/2017",22,0.365384615384615,0.928571428571429,0.162162162162162,0.0516979219462747,0.558823529411765,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"57","03/12/2017",85,0.367132867132867,0.938775510204082,0.243243243243243,0.109984794728839,0.56401384083045,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"58","03/12/2017",152,0.372377622377622,0.928571428571429,0.243243243243243,0.103395843892549,0.565743944636678,0.00568181818181818,0.0714285714285714,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"59","03/12/2017",200,0.388111888111888,0.908163265306122,0.297297297297297,0.116573745565129,0.576124567474048,0.0681818181818182,0,0,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"60","03/12/2017",273,0.40034965034965,0.887755102040816,0.189189189189189,0.149011657374557,0.583044982698962,0.0710227272727273,0,0,"Yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"61","03/12/2017",333,0.412587412587413,0.86734693877551,0.22972972972973,0.163203243791181,0.588235294117647,0.122159090909091,0,0,"Yes",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"62","03/12/2017",495,0.43006993006993,0.826530612244898,0.256756756756757,0.183983781044095,0.593425605536332,0.170454545454545,0,0,"Yes",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"63","03/12/2017",563,0.444055944055944,0.775510204081633,0.162162162162162,0.200202736948809,0.591695501730104,0.196022727272727,0,0,"Yes",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"64","03/12/2017",621,0.451048951048951,0.744897959183674,0.216216216216216,0.205778003041054,0.588235294117647,0.150568181818182,0,0,"Yes",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"65","03/12/2017",598,0.444055944055944,0.785714285714286,0.216216216216216,0.188545362392296,0.595155709342561,0.0568181818181818,0,0,"Yes",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"66","03/12/2017",545,0.428321678321678,0.836734693877551,0.202702702702703,0.167764825139382,0.595155709342561,0.0142045454545455,0,0,"Yes",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"67","03/12/2017",443,0.416083916083916,0.857142857142857,0.256756756756757,0.15205271160669,0.588235294117647,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"68","03/12/2017",422,0.410839160839161,0.86734693877551,0.22972972972973,0.142929548910289,0.586505190311419,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"69","03/12/2017",397,0.402097902097902,0.887755102040816,0.189189189189189,0.11454637607704,0.58477508650519,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"70","03/12/2017",385,0.393356643356643,0.887755102040816,0.162162162162162,0.111505321844906,0.576124567474048,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"71","03/12/2017",350,0.386363636363636,0.908163265306122,0.243243243243243,0.0881905727318804,0.57439446366782,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"72","03/12/2017",303,0.379370629370629,0.918367346938776,0.175675675675676,0.0846426761277243,0.570934256055363,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"73","04/12/2017",285,0.384615384615385,0.897959183673469,0.0810810810810811,0.0957932083122149,0.569204152249135,0,0,0,"Yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"74","04/12/2017",186,0.386363636363636,0.887755102040816,0.0675675675675676,0.0983274201723264,0.569204152249135,0,0,0,"Yes",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"75","04/12/2017",112,0.388111888111888,0.887755102040816,0.243243243243243,0.0912316269640142,0.570934256055363,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"76","04/12/2017",65,0.374125874125874,0.86734693877551,0.310810810810811,0.0907247845919919,0.551903114186851,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"77","04/12/2017",41,0.36013986013986,0.908163265306122,0.202702702702703,0.052204764318297,0.548442906574395,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"78","04/12/2017",82,0.346153846153846,0.846938775510204,0.364864864864865,0.11454637607704,0.520761245674741,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"79","04/12/2017",200,0.332167832167832,0.775510204081633,0.5,0.174353775975672,0.486159169550173,0,0.00285714285714286,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"80","04/12/2017",498,0.314685314685315,0.693877551020408,0.459459459459459,0.342118601115053,0.442906574394464,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"81","04/12/2017",937,0.297202797202797,0.704081632653061,0.472972972972973,0.469842878864673,0.430795847750865,0.00284090909090909,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"82","04/12/2017",509,0.284965034965035,0.479591836734694,0.567567567567568,0.943233654333502,0.333910034602076,0.0625,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"83","04/12/2017",311,0.291958041958042,0.408163265306122,0.608108108108108,1,0.304498269896194,0.181818181818182,0,0,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"84","04/12/2017",379,0.302447552447552,0.418367346938776,0.554054054054054,0.898124683223517,0.320069204152249,0.267045454545455,0,0,"Yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"85","04/12/2017",393,0.305944055944056,0.387755102040816,0.648648648648649,0.910288900152053,0.306228373702422,0.315340909090909,0,0,"Yes",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"86","04/12/2017",391,0.311188811188811,0.306122448979592,0.72972972972973,0.968575772934617,0.261245674740484,0.332386363636364,0,0,"Yes",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"87","04/12/2017",338,0.312937062937063,0.275510204081633,0.608108108108108,1,0.240484429065744,0.309659090909091,0,0,"Yes",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"88","04/12/2017",341,0.309440559440559,0.255102040816327,0.783783783783784,1,0.221453287197232,0.25,0,0,"Yes",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"89","04/12/2017",375,0.307692307692308,0.23469387755102,0.635135135135135,1,0.204152249134948,0.15625,0,0,"Yes",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"90","04/12/2017",515,0.288461538461538,0.26530612244898,0.716216216216216,1,0.21280276816609,0.0511363636363636,0,0,"Yes",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"91","04/12/2017",807,0.274475524475524,0.295918367346939,0.527027027027027,1,0.22318339100346,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"92","04/12/2017",568,0.26048951048951,0.326530612244898,0.432432432432432,1,0.230103806228374,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"93","04/12/2017",398,0.248251748251748,0.387755102040816,0.405405405405405,1,0.256055363321799,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"94","04/12/2017",397,0.230769230769231,0.438775510204082,0.608108108108108,1,0.264705882352941,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"95","04/12/2017",353,0.218531468531469,0.459183673469388,0.337837837837838,1,0.264705882352941,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"96","04/12/2017",248,0.20979020979021,0.448979591836735,0.324324324324324,1,0.250865051903114,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"97","05/12/2017",216,0.204545454545455,0.428571428571429,0.351351351351351,1,0.237024221453287,0,0,0,"Yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"98","05/12/2017",198,0.197552447552448,0.418367346938776,0.378378378378378,1,0.224913494809689,0,0,0,"Yes",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"99","05/12/2017",124,0.192307692307692,0.418367346938776,0.337837837837838,1,0.221453287197232,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"100","05/12/2017",62,0.190559440559441,0.397959183673469,0.27027027027027,1,0.209342560553633,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"101","05/12/2017",42,0.185314685314685,0.346938775510204,0.405405405405405,1,0.176470588235294,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"102","05/12/2017",82,0.181818181818182,0.336734693877551,0.351351351351351,1,0.167820069204152,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"103","05/12/2017",172,0.181818181818182,0.346938775510204,0.432432432432432,1,0.173010380622837,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"104","05/12/2017",381,0.18006993006993,0.336734693877551,0.297297297297297,1,0.166089965397924,0,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"105","05/12/2017",812,0.16958041958042,0.36734693877551,0.216216216216216,1,0.174740484429066,0.00284090909090909,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"106","05/12/2017",462,0.178321678321678,0.316326530612245,0.175675675675676,0.98682209832742,0.152249134948097,0.0596590909090909,0,0,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"107","05/12/2017",269,0.215034965034965,0.26530612244898,0.378378378378378,0.983274201723264,0.14878892733564,0.181818181818182,0,0,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"108","05/12/2017",334,0.243006993006993,0.255102040816327,0,0.979219462747086,0.166089965397924,0,0,0,"Yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"109","05/12/2017",321,0.270979020979021,0.255102040816327,0,0.980739989863153,0.188581314878893,0,0,0,"Yes",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"110","05/12/2017",325,0.283216783216783,0.275510204081633,0,0.977192093258996,0.214532871972318,0,0,0,"Yes",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
